REGCODE,DIVCODE,STATEFP,COUNTYFP,CSACODE,CBSACODE,METDCODE,METMICSA,CENTOUTL,ADULTMEN,MSM12MTH,MSM5YEAR
2,4,46,105,,,,,,1200,19,30
2,4,46,107,,,,,,894,5,8
2,4,46,109,,,,,,3664,40,61
2,4,46,111,,,,,,974,5,8
2,4,46,113,,,,,,4038,22,34
2,4,46,115,,,,,,2479,14,21
2,4,46,117,,38180,,2,1,1167,6,10
2,4,46,119,,38180,,2,2,612,3,5
2,4,46,121,,,,,,2802,26,40
2,4,46,123,,,,,,2143,12,18
2,4,46,125,,43620,,1,2,3143,22,34
2,4,46,127,512,43580,,1,1,5352,72,111
2,4,46,129,,,,,,2077,11,18
2,4,46,135,,49460,,2,1,9181,50,78
2,4,46,137,,,,,,856,5,7
3,6,47,001,314,28940,,1,1,28165,402,621
3,6,47,003,400,43180,,2,1,16402,596,922
3,6,47,005,,,,,,6399,35,54
3,6,47,007,,,,,,5605,31,48
3,6,47,009,314,28940,,1,1,46245,387,598
3,6,47,011,174,17420,,1,1,36888,338,523
3,6,47,013,314,28940,,1,2,15353,122,188
3,6,47,015,400,34980,,1,2,5223,108,167
3,6,47,017,,,,,,10601,147,228
3,6,47,019,304,27740,,1,1,22235,268,415
3,6,47,021,400,34980,,1,2,14713,184,284
3,6,47,023,,27180,,1,2,6211,86,133
3,6,47,025,,,,,,12305,68,105
3,6,47,027,,,,,,3052,17,26
3,6,47,029,314,35460,,2,1,13482,149,230
3,6,47,031,,46100,,2,1,19170,203,314
3,6,47,033,,27180,,1,2,5215,61,94
3,6,47,035,,18900,,2,1,22127,185,286
3,6,47,037,400,34980,,1,1,238352,10844,16763
3,6,47,039,,,,,,4462,25,38
3,6,47,041,,,,,,7182,40,61
3,6,47,043,400,34980,,1,2,18108,226,350
3,6,47,045,,20540,,2,1,13671,141,218
3,6,47,047,368,32820,,1,2,14559,309,478
3,6,47,049,,,,,,6744,46,71
3,6,47,051,,46100,,2,2,15449,141,218
3,6,47,053,,,,,,17414,180,278
3,6,47,055,,,,,,11025,156,242
3,6,47,057,314,28940,,1,2,8664,61,94
3,6,47,059,,24620,,2,1,26182,326,504
3,6,47,061,,,,,,5117,28,44
3,6,47,063,314,34100,,1,1,22891,348,538
3,6,47,065,174,16860,,1,1,126771,1998,3089
3,6,47,067,,,,,,2592,14,22
3,6,47,069,,,,,,11869,79,121
3,6,47,071,,,,,,9880,93,144
3,6,47,073,304,28700,,1,1,21465,150,232
3,6,47,075,,,,,,6356,61,94
3,6,47,077,,,,,,10036,55,85
3,6,47,079,,37540,,2,1,12085,66,103
3,6,47,081,400,34980,,1,2,9992,125,193
3,6,47,083,,,,,,3156,35,55
3,6,47,085,,,,,,6975,121,187
3,6,47,087,,18260,,2,2,4626,76,117
3,6,47,089,314,34100,,1,1,19699,370,572
3,6,47,091,,,,,,8062,44,69
3,6,47,093,314,28940,,1,1,163779,2511,3882
3,6,47,095,,,,,,4229,23,36
3,6,47,097,,,,,,11180,179,277
3,6,47,099,400,29980,,2,1,14972,165,255
3,6,47,101,,,,,,4467,111,172
3,6,47,103,,,,,,12378,234,362
3,6,47,105,314,28940,,1,1,18939,179,277
3,6,47,107,174,11940,,2,1,19442,228,352
3,6,47,109,,,,,,9746,117,181
3,6,47,111,400,34980,,1,2,8121,138,213
3,6,47,113,,27180,,1,1,34735,463,715
3,6,47,115,174,16860,,1,2,10669,92,143
3,6,47,117,400,30280,,2,1,11191,118,182
3,6,47,119,400,34980,,1,2,29382,697,1078
3,6,47,121,,,,,,4612,86,134
3,6,47,123,,,,,,17075,146,226
3,6,47,125,,17300,,1,1,62746,501,774
3,6,47,127,,46100,,2,2,2455,14,21
3,6,47,129,314,28940,,1,2,9788,69,106
3,6,47,131,362,46460,,2,1,11589,82,127
3,6,47,133,,18260,,2,2,8266,45,70
3,6,47,135,,,,,,3045,63,98
3,6,47,137,,,,,,2038,11,17
3,6,47,139,174,17420,,1,2,6472,45,70
3,6,47,141,,18260,,2,1,27831,578,894
3,6,47,143,174,19420,,2,1,11908,65,101
3,6,47,145,314,28940,,1,2,20738,145,224
3,6,47,147,400,34980,,1,2,24100,554,857
3,6,47,149,400,34980,,1,2,97549,2503,3870
3,6,47,151,,,,,,8136,45,69
3,6,47,153,174,16860,,1,2,5434,85,131
3,6,47,155,314,42940,,2,1,34507,495,766
3,6,47,157,368,32820,,1,1,321669,11299,17466
3,6,47,159,400,34980,,1,2,7031,180,278
3,6,47,161,,,,,,5069,28,43
3,6,47,163,304,28700,,1,1,59458,708,1095
3,6,47,165,400,34980,,1,1,59041,1168,1806
3,6,47,167,368,32820,,1,2,21707,386,597
3,6,47,169,400,34980,,1,2,2900,36,56
3,6,47,171,304,27740,,1,2,7105,74,114
3,6,47,173,314,28940,,1,2,7175,61,94
3,6,47,175,,,,,,2185,12,19
3,6,47,177,,32660,,2,1,14725,170,262
3,6,47,179,304,27740,,1,1,47782,997,1541
3,6,47,181,,,,,,7668,42,65
3,6,47,183,362,32280,,2,1,13441,74,114
3,6,47,185,,,,,,9831,84,129
3,6,47,187,400,34980,,1,1,64247,1079,1668
3,6,47,189,400,34980,,1,1,42532,903,1396
3,7,48,001,,37300,,2,1,29014,237,367
3,7,48,003,,11380,,2,1,5363,29,46
3,7,48,005,,31260,,2,1,30914,366,566
3,7,48,007,204,18580,,1,2,9319,65,101
3,7,48,009,,48660,,1,2,3356,23,36
3,7,48,011,108,11100,,1,2,681,5,7
3,7,48,013,,41700,,1,2,15916,199,308
3,7,48,015,288,26420,,1,2,10481,162,251
3,7,48,017,,,,,,2520,14,21
3,7,48,019,,41700,,1,2,8192,775,1199
3,7,48,021,,12420,,1,2,28276,389,601
3,7,48,023,,,,,,1363,7,12
3,7,48,025,,13300,,2,1,15966,242,375
3,7,48,027,,28660,,1,1,111457,1264,1953
3,7,48,029,,41700,,1,1,621564,20959,32401
3,7,48,031,,,,,,4071,22,35
3,7,48,033,,,,,,217,1,2
3,7,48,035,,,,,,6897,38,59
3,7,48,037,,45500,,1,1,35392,259,401
3,7,48,039,288,26420,,1,1,117318,2764,4272
3,7,48,041,,17780,,1,1,79409,945,1461
3,7,48,043,,,,,,3698,20,31
3,7,48,045,,,,,,644,4,5
3,7,48,047,,,,,,2716,15,23
3,7,48,049,,15220,,2,1,14081,231,357
3,7,48,051,,17780,,1,2,6426,45,70
3,7,48,053,,,,,,16261,161,249
3,7,48,055,,12420,,1,2,14244,1081,1671
3,7,48,057,544,38920,,2,1,8076,44,69
3,7,48,059,,10180,,1,2,5040,35,55
3,7,48,061,154,15180,,1,1,129594,1351,2088
3,7,48,063,,,,,,4395,24,37
3,7,48,065,108,11100,,1,2,2220,19,29
3,7,48,067,,,,,,11074,70,108
3,7,48,069,,,,,,2814,15,24
3,7,48,071,288,26420,,1,1,12848,308,476
3,7,48,073,540,27380,,2,1,19136,223,344
3,7,48,075,,,,,,3442,231,356
3,7,48,077,,48660,,1,2,4026,28,44
3,7,48,079,,,,,,1077,6,9
3,7,48,081,,,,,,1257,7,11
3,7,48,083,,,,,,3321,60,93
3,7,48,085,206,19100,19124,1,1,282048,10792,16682
3,7,48,087,,,,,,1051,6,9
3,7,48,089,,,,,,7791,43,66
3,7,48,091,,41700,,1,1,41575,884,1366
3,7,48,093,,,,,,5198,127,196
3,7,48,095,,,,,,2498,56,87
3,7,48,097,206,23620,,2,1,14105,149,230
3,7,48,099,,28660,,1,1,26888,247,381
3,7,48,101,,,,,,553,3,5
3,7,48,103,,,,,,1596,9,14
3,7,48,105,,,,,,1408,8,12
3,7,48,107,352,31180,,1,2,2058,28,44
3,7,48,109,,,,,,807,4,7
3,7,48,111,,,,,,2462,14,21
3,7,48,113,206,19100,19124,1,1,855958,41650,64385
3,7,48,115,,29500,,2,1,6187,34,53
3,7,48,117,,25820,,2,1,6454,162,251
3,7,48,119,,,,,,1958,11,17
3,7,48,121,206,19100,19124,1,2,243096,5930,9167
3,7,48,123,,,,,,8231,45,70
3,7,48,125,,,,,,1043,6,9
3,7,48,127,,,,,,3449,19,29
3,7,48,129,,,,,,1387,8,12
3,7,48,131,,,,,,4720,114,177
3,7,48,133,,,,,,6907,38,59
3,7,48,135,372,36220,,1,1,49201,727,1124
3,7,48,137,,,,,,827,5,7
3,7,48,139,206,19100,19124,1,1,52867,1147,1773
3,7,48,141,238,21340,,1,1,273769,2792,4316
3,7,48,143,,44500,,2,1,14699,175,271
3,7,48,145,,47380,,1,2,6419,53,83
3,7,48,147,,,,,,14137,206,318
3,7,48,149,,,,,,9391,52,80
3,7,48,151,,,,,,1548,9,13
3,7,48,153,,,,,,2181,12,19
3,7,48,155,,,,,,421,2,4
3,7,48,157,288,26420,,1,1,208387,3350,5178
3,7,48,159,,,,,,3919,22,33
3,7,48,161,,,,,,7917,70,108
3,7,48,163,,,,,,8017,158,244
3,7,48,165,,,,,,5945,219,338
3,7,48,167,288,26420,,1,1,108578,2632,4069
3,7,48,169,,,,,,3481,19,30
3,7,48,171,,23240,,2,1,9573,118,183
3,7,48,173,,13700,,2,2,484,3,4
3,7,48,175,544,47020,,1,2,2797,20,30
3,7,48,177,,,,,,7251,88,136
3,7,48,179,,37420,,2,1,8958,49,76
3,7,48,181,206,43300,,1,1,44191,446,690
3,7,48,183,346,30980,,1,1,43807,704,1088
3,7,48,185,,,,,,11564,64,98
3,7,48,187,,41700,,1,1,47696,752,1163
3,7,48,189,,38380,,2,1,13460,74,114
3,7,48,191,,,,,,1186,7,10
3,7,48,193,,,,,,3186,18,27
3,7,48,195,,,,,,1937,11,16
3,7,48,197,,,,,,1509,17,26
3,7,48,199,,13140,,1,2,19747,266,411
3,7,48,201,288,26420,,1,1,1490581,53951,83401
3,7,48,203,346,32220,,2,1,23816,393,608
3,7,48,205,,,,,,3049,17,26
3,7,48,207,,,,,,2571,14,22
3,7,48,209,,12420,,1,1,61265,1405,2172
3,7,48,211,,,,,,1365,8,12
3,7,48,213,206,11980,,2,1,29274,487,752
3,7,48,215,365,32580,,1,1,247611,2667,4123
3,7,48,217,,,,,,12935,71,110
3,7,48,219,352,30220,,2,1,8252,45,70
3,7,48,221,206,19100,23104,1,2,19902,267,413
3,7,48,223,206,44860,,2,1,12815,70,109
3,7,48,225,,,,,,10055,55,85
3,7,48,227,,13700,,2,1,15854,115,178
3,7,48,229,238,21340,,1,2,1247,9,13
3,7,48,231,206,19100,19124,1,2,31851,516,798
3,7,48,233,108,14420,,2,1,8050,44,68
3,7,48,235,,41660,,1,2,587,4,6
3,7,48,237,,,,,,4066,42,65
3,7,48,239,,,,,,5110,28,43
3,7,48,241,,,,,,13071,261,404
3,7,48,243,,,,,,912,5,8
3,7,48,245,,13140,,1,1,98265,1284,1985
3,7,48,247,,,,,,2126,12,18
3,7,48,249,204,10860,,2,1,14249,124,191
3,7,48,251,206,19100,23104,1,1,55322,1412,2183
3,7,48,253,,10180,,1,2,11098,143,221
3,7,48,255,,,,,,7414,41,63
3,7,48,257,206,19100,19124,1,2,36392,646,999
3,7,48,259,,41700,,1,2,12808,478,739
3,7,48,261,204,28780,,2,2,201,1,2
3,7,48,263,,,,,,355,2,3
3,7,48,265,,28500,,2,1,18930,104,161
3,7,48,267,,,,,,1887,30,46
3,7,48,269,,,,,,157,1,1
3,7,48,271,,,,,,1462,8,12
3,7,48,273,204,28780,,2,1,12342,68,105
3,7,48,275,,,,,,1351,7,11
3,7,48,277,,37580,,2,1,18027,149,230
3,7,48,279,,,,,,4763,26,40
3,7,48,281,,28660,,1,2,7297,51,79
3,7,48,283,,,,,,2872,16,24
3,7,48,285,,,,,,7176,39,61
3,7,48,287,,,,,,6264,95,146
3,7,48,289,,,,,,6417,168,260
3,7,48,291,288,26420,,1,2,27442,420,649
3,7,48,293,,,,,,9285,51,79
3,7,48,295,,,,,,1264,7,11
3,7,48,297,,,,,,5151,48,74
3,7,48,299,,,,,,7757,60,93
3,7,48,301,,,,,,53,0,0
3,7,48,303,352,31180,,1,1,104794,1223,1891
3,7,48,305,352,31180,,1,2,2160,15,23
3,7,48,307,,,,,,3004,61,94
3,7,48,309,,47380,,1,1,84703,947,1465
3,7,48,311,,,,,,312,2,3
3,7,48,313,,,,,,6684,37,57
3,7,48,315,,,,,,4076,22,35
3,7,48,317,372,33260,,1,2,1727,12,19
3,7,48,319,,,,,,1655,251,388
3,7,48,321,288,13060,,2,1,13364,74,114
3,7,48,323,,20580,,2,1,17619,97,150
3,7,48,325,,41700,,1,2,17916,387,599
3,7,48,327,,,,,,759,4,6
3,7,48,329,372,33260,,1,1,50207,733,1133
3,7,48,331,,,,,,8749,103,159
3,7,48,333,,,,,,1725,9,15
3,7,48,335,,,,,,4722,26,40
3,7,48,337,,,,,,7404,41,63
3,7,48,339,288,26420,,1,2,167516,3152,4873
3,7,48,341,,20300,,2,1,7695,141,218
3,7,48,343,,,,,,4683,26,40
3,7,48,345,,,,,,488,3,4
3,7,48,347,,34860,,2,1,23322,229,354
3,7,48,349,206,18620,,2,1,17024,94,145
3,7,48,351,,13140,,1,2,5718,49,75
3,7,48,353,,45020,,2,1,5573,70,108
3,7,48,355,204,18580,,1,1,124082,1706,2637
3,7,48,357,,,,,,3633,44,67
3,7,48,359,108,11100,,1,2,683,12,18
3,7,48,361,,13140,,1,1,30318,277,428
3,7,48,363,206,33420,,2,1,10208,141,219
3,7,48,365,,,,,,8797,48,75
3,7,48,367,206,19100,23104,1,2,44685,960,1484
3,7,48,369,,,,,,3611,20,31
3,7,48,371,,,,,,6880,38,58
3,7,48,373,,,,,,19485,319,494
3,7,48,375,108,11100,,1,1,45120,406,627
3,7,48,377,,,,,,2649,15,23
3,7,48,379,,,,,,4328,24,37
3,7,48,381,108,11100,,1,1,44344,577,891
3,7,48,383,,,,,,1289,7,11
3,7,48,385,,,,,,1403,8,12
3,7,48,387,,,,,,4725,26,40
3,7,48,389,,37780,,2,1,6245,34,53
3,7,48,391,,,,,,2747,200,309
3,7,48,393,,,,,,347,2,3
3,7,48,395,,17780,,1,2,6019,107,165
3,7,48,397,206,19100,19124,1,1,27718,543,839
3,7,48,399,,,,,,3830,21,33
3,7,48,401,346,30980,,1,2,22034,191,295
3,7,48,403,,,,,,4198,23,36
3,7,48,405,,,,,,3428,19,29
3,7,48,407,,,,,,10049,55,85
3,7,48,409,204,18580,,1,1,23100,277,429
3,7,48,411,,,,,,2645,15,22
3,7,48,413,,,,,,1151,6,10
3,7,48,415,,43660,,2,1,6879,95,147
3,7,48,417,,,,,,1250,7,11
3,7,48,419,,,,,,9184,51,78
3,7,48,421,,,,,,1072,6,9
3,7,48,423,540,46340,,1,1,74755,1182,1828
3,7,48,425,206,19100,23104,1,2,3147,39,61
3,7,48,427,365,40100,,2,1,19340,106,164
3,7,48,429,,,,,,3834,21,33
3,7,48,431,,,,,,477,3,4
3,7,48,433,,,,,,514,3,4
3,7,48,435,,,,,,1450,8,12
3,7,48,437,,,,,,3134,17,27
3,7,48,439,206,19100,23104,1,1,645094,22336,34529
3,7,48,441,,10180,,1,1,48165,720,1113
3,7,48,443,,,,,,357,2,3
3,7,48,445,,,,,,5087,95,147
3,7,48,447,,,,,,644,32,50
3,7,48,449,,34420,,2,1,11103,61,94
3,7,48,451,,41660,,1,1,41556,556,860
3,7,48,453,,12420,,1,1,407740,19886,30741
3,7,48,455,288,26660,,2,2,5468,30,46
3,7,48,457,,,,,,9518,199,307
3,7,48,459,346,30980,,1,2,14435,116,179
3,7,48,461,,,,,,1189,7,10
3,7,48,463,,46620,,2,1,9196,51,78
3,7,48,465,,19620,,2,1,17210,95,146
3,7,48,467,,,,,,19507,202,312
3,7,48,469,544,47020,,1,1,31210,359,555
3,7,48,471,288,26660,,2,1,35031,276,426
3,7,48,473,288,26420,,1,2,16368,357,552
3,7,48,475,,,,,,3803,30,47
3,7,48,477,288,14780,,2,1,12755,131,202
3,7,48,479,,29700,,1,1,78818,673,1040
3,7,48,481,288,20900,,2,1,14677,184,284
3,7,48,483,,,,,,2028,28,44
3,7,48,485,,48660,,1,1,52046,584,902
3,7,48,487,,46900,,2,1,4873,27,41
3,7,48,489,154,39700,,2,1,9023,50,77
3,7,48,491,,12420,,1,1,153418,3712,5738
3,7,48,493,,41700,,1,2,16058,201,310
3,7,48,495,,,,,,2543,14,22
3,7,48,497,206,19100,23104,1,2,22258,409,632
3,7,48,499,,,,,,16389,90,139
3,7,48,501,,,,,,2682,15,23
3,7,48,503,,,,,,6802,79,122
3,7,48,505,,49820,,2,1,4593,25,39
3,7,48,507,,,,,,4077,22,35
4,8,49,001,,,,,,2223,12,19
4,8,49,003,482,36260,,1,1,16574,116,179
4,8,49,005,,30860,,1,1,38609,391,605
4,8,49,007,,39220,,2,1,7694,105,162
4,8,49,009,,,,,,398,2,3
4,8,49,011,482,36260,,1,1,101836,1207,1866
4,8,49,013,,,,,,6428,35,55
4,8,49,015,,,,,,3728,21,32
4,8,49,017,,,,,,2002,11,17
4,8,49,019,,,,,,3599,20,31
4,8,49,021,,16260,,2,1,16120,165,255
4,8,49,023,482,39340,,1,2,3241,23,35
4,8,49,025,,,,,,2649,15,23
4,8,49,027,,,,,,4325,24,37
4,8,49,029,482,36260,,1,2,3094,22,33
4,8,49,031,,,,,,592,3,5
4,8,49,033,,,,,,804,4,7
4,8,49,035,482,41620,,1,1,372182,15036,23244
4,8,49,037,,,,,,4883,27,42
4,8,49,039,,,,,,10480,97,150
4,8,49,041,,,,,,7110,39,60
4,8,49,043,482,44920,,2,1,13934,539,834
4,8,49,045,482,41620,,1,2,18955,408,630
4,8,49,047,,46860,,2,1,11361,278,430
4,8,49,049,482,39340,,1,1,170130,1464,2263
4,8,49,051,482,25720,,2,1,8147,92,142
4,8,49,053,,41100,,1,1,48422,454,701
4,8,49,055,,,,,,1000,5,9
4,8,49,057,482,36260,,1,1,81765,922,1426
1,1,50,001,,,,,,14573,295,457
1,1,50,003,,13540,,2,1,13963,200,309
1,1,50,005,,,,,,12048,376,581
1,1,50,007,,15540,,1,1,61135,1143,1768
1,1,50,009,,13620,,2,2,2552,41,63
1,1,50,011,,15540,,1,2,17871,210,325
1,1,50,013,,15540,,1,2,2794,71,110
1,1,50,015,,,,,,9543,256,395
1,1,50,017,,17200,,2,2,11385,160,247
1,1,50,019,,,,,,10781,178,275
1,1,50,021,,40860,,2,1,24203,407,630
1,1,50,023,,12740,,2,1,23299,312,482
1,1,50,025,,,,,,17196,370,572
1,1,50,027,,17200,,2,1,21989,553,854
3,5,51,001,,,,,,12531,107,166
3,5,51,003,,16820,,1,1,37297,446,690
3,5,51,005,,,,,,6214,70,108
3,5,51,007,,40060,,1,2,4818,60,93
3,5,51,009,,31340,,1,1,11925,188,290
3,5,51,011,,31340,,1,2,5589,39,60
3,5,51,013,548,47900,47894,1,1,89784,6674,10317
3,5,51,015,277,44420,,1,1,29754,275,425
3,5,51,017,,,,,,1781,10,15
3,5,51,019,,31340,,1,1,26584,533,824
3,5,51,021,,,,,,3103,17,26
3,5,51,023,,40220,,1,1,12669,162,250
3,5,51,025,,,,,,7354,182,281
3,5,51,027,,,,,,9812,69,107
3,5,51,029,,16820,,1,2,7756,54,84
3,5,51,031,,31340,,1,1,20785,177,274
3,5,51,033,,40060,,1,2,10719,147,227
3,5,51,035,,,,,,11797,202,312
3,5,51,036,,40060,,1,2,2892,68,106
3,5,51,037,,,,,,4635,25,39
3,5,51,041,,40060,,1,1,112517,1990,3076
3,5,51,043,548,47900,47894,1,2,5426,228,352
3,5,51,045,,40220,,1,2,1800,13,19
3,5,51,047,548,47900,47894,1,2,17836,441,682
3,5,51,049,,,,,,3721,70,108
3,5,51,051,,13720,,2,2,6318,35,54
3,5,51,053,,40060,,1,1,10597,132,205
3,5,51,057,,,,,,4195,23,36
3,5,51,059,548,47900,47894,1,1,408239,11291,17455
3,5,51,061,548,47900,47894,1,1,24149,725,1121
3,5,51,063,,13980,,1,2,5987,78,121
3,5,51,065,,16820,,1,2,8805,86,133
3,5,51,067,,40220,,1,2,21957,554,856
3,5,51,069,548,49020,,1,1,29421,404,624
3,5,51,071,,13980,,1,2,6498,45,70
3,5,51,073,545,47260,,1,1,14116,305,472
3,5,51,075,,40060,,1,2,8473,106,164
3,5,51,077,,,,,,5983,42,64
3,5,51,079,,16820,,1,2,6850,48,74
3,5,51,081,,,,,,6458,36,55
3,5,51,083,,,,,,13181,129,199
3,5,51,085,,40060,,1,1,36504,751,1160
3,5,51,087,,40060,,1,1,108472,2334,3608
3,5,51,089,,32300,,2,1,20116,331,511
3,5,51,091,,,,,,982,5,8
3,5,51,093,545,47260,,1,2,13278,433,669
3,5,51,095,545,47260,,1,2,25605,374,579
3,5,51,097,,,,,,2757,15,23
3,5,51,099,,,,,,8757,228,352
3,5,51,101,,40060,,1,2,5773,121,187
3,5,51,103,,,,,,4353,48,75
3,5,51,105,,,,,,10684,59,91
3,5,51,107,548,47900,47894,1,1,111364,2783,4303
3,5,51,109,,,,,,12731,84,130
3,5,51,111,,,,,,5505,48,74
3,5,51,113,,,,,,5010,178,275
3,5,51,115,545,47260,,1,2,3529,44,68
3,5,51,117,,,,,,12639,162,250
3,5,51,119,,,,,,4494,64,100
3,5,51,121,,13980,,1,1,41455,519,803
3,5,51,125,,16820,,1,2,5815,78,120
3,5,51,127,,40060,,1,2,7411,93,143
3,5,51,131,,,,,,4581,51,79
3,5,51,133,,,,,,4958,27,42
3,5,51,135,,,,,,6678,37,57
3,5,51,137,,,,,,12784,213,330
3,5,51,139,,,,,,9291,145,224
3,5,51,141,,,,,,7310,63,97
3,5,51,143,,19260,,2,1,24384,261,404
3,5,51,145,,40060,,1,2,12351,261,403
3,5,51,147,,,,,,9473,52,81
3,5,51,149,,40060,,1,1,15909,199,307
3,5,51,153,548,47900,47894,1,1,146370,3559,5502
3,5,51,155,,13980,,1,2,13843,97,150
3,5,51,157,548,47900,47894,1,2,3026,185,286
3,5,51,159,,,,,,4368,91,141
3,5,51,161,,40220,,1,1,34118,239,369
3,5,51,163,,,,,,8902,49,76
3,5,51,165,277,25500,,1,1,28482,446,690
3,5,51,167,,,,,,11239,62,96
3,5,51,169,304,28700,,1,2,9278,86,133
3,5,51,171,,,,,,15947,226,349
3,5,51,173,,,,,,12192,128,198
3,5,51,175,,,,,,7706,132,204
3,5,51,177,548,47900,47894,1,2,43714,699,1081
3,5,51,179,548,47900,47894,1,1,47554,1044,1614
3,5,51,181,,,,,,2676,45,69
3,5,51,183,,40060,,1,2,6397,135,208
3,5,51,185,,14140,,2,1,17535,213,329
3,5,51,187,548,47900,47894,1,2,14343,565,873
3,5,51,191,304,28700,,1,2,21451,300,464
3,5,51,193,,,,,,6683,37,57
3,5,51,195,,13720,,2,1,16998,93,145
3,5,51,197,,,,,,11133,210,325
3,5,51,199,545,47260,,1,1,23813,298,460
3,5,51,510,548,47900,47894,1,1,56860,4117,6365
3,5,51,515,,31340,,1,1,2181,15,24
3,5,51,520,304,28700,,1,2,6380,78,121
3,5,51,530,,,,,,2444,13,21
3,5,51,540,,16820,,1,1,17619,250,387
3,5,51,550,545,47260,,1,1,80847,1649,2549
3,5,51,570,,40060,,1,1,6150,132,205
3,5,51,580,,,,,,2225,12,19
3,5,51,590,,19260,,2,1,14918,113,175
3,5,51,595,,,,,,2006,101,157
3,5,51,600,548,47900,47894,1,1,8914,497,768
3,5,51,610,548,47900,47894,1,1,4491,56,87
3,5,51,620,,,,,,2789,15,24
3,5,51,630,548,47900,47894,1,2,9252,373,577
3,5,51,640,,,,,,2386,13,20
3,5,51,650,545,47260,,1,1,49989,1222,1889
3,5,51,660,277,25500,,1,1,19561,432,668
3,5,51,670,,40060,,1,1,7559,122,188
3,5,51,678,,,,,,4079,22,35
3,5,51,680,,31340,,1,1,28156,584,902
3,5,51,683,548,47900,47894,1,1,14101,250,387
3,5,51,685,548,47900,47894,1,1,5459,68,105
3,5,51,690,,32300,,2,1,4699,75,117
3,5,51,700,545,47260,,1,1,65334,1235,1910
3,5,51,710,545,47260,,1,1,101231,4043,6250
3,5,51,720,,13720,,2,1,1296,7,11
3,5,51,730,,40060,,1,1,11571,227,351
3,5,51,735,545,47260,,1,1,4501,56,87
3,5,51,740,545,47260,,1,1,34595,630,973
3,5,51,750,,13980,,1,1,6768,152,235
3,5,51,760,,40060,,1,1,79461,4428,6845
3,5,51,770,,40220,,1,1,35669,678,1048
3,5,51,775,,40220,,1,1,9281,155,240
3,5,51,790,277,44420,,1,1,8404,74,114
3,5,51,800,545,47260,,1,1,29739,427,661
3,5,51,810,545,47260,,1,1,163307,4867,7523
3,5,51,820,277,44420,,1,1,7463,198,306
3,5,51,830,545,47260,,1,2,5991,213,330
3,5,51,840,548,49020,,1,1,9940,70,108
4,9,53,001,393,36830,,2,1,6176,34,53
4,9,53,003,,30300,,1,1,8193,57,89
4,9,53,005,,28420,,1,1,64743,730,1129
4,9,53,007,,48300,,1,1,27221,731,1130
4,9,53,009,,38820,,2,1,28946,461,712
4,9,53,011,440,38900,,1,1,155817,4676,7228
4,9,53,013,,47460,,1,2,1586,57,89
4,9,53,015,440,31020,,1,1,38186,353,546
4,9,53,017,,48300,,1,1,14084,263,406
4,9,53,019,,,,,,3206,18,27
4,9,53,021,,28420,,1,1,28359,418,646
4,9,53,023,,,,,,939,5,8
4,9,53,025,393,34180,,2,1,31774,175,270
4,9,53,027,,10140,,2,1,29273,457,707
4,9,53,029,500,36020,,2,1,30950,366,566
4,9,53,031,,,,,,12580,211,326
4,9,53,033,500,42660,42644,1,1,769969,39946,61752
4,9,53,035,500,14740,,1,1,99957,1382,2136
4,9,53,037,,21260,,2,1,16952,118,183
4,9,53,039,,,,,,7968,58,90
4,9,53,041,500,16500,,2,1,28910,188,290
4,9,53,043,,,,,,4050,22,34
4,9,53,045,500,43220,,2,1,25129,505,780
4,9,53,047,,,,,,15726,125,193
4,9,53,049,,,,,,8488,104,161
4,9,53,051,518,44060,,1,2,5166,106,164
4,9,53,053,500,42660,45104,1,1,297934,6706,10367
4,9,53,055,,,,,,6447,96,149
4,9,53,057,500,34580,,1,1,44441,409,632
4,9,53,059,440,38900,,1,2,4415,55,85
4,9,53,061,500,42660,42644,1,1,274149,6393,9883
4,9,53,063,518,44060,,1,1,178421,2998,4634
4,9,53,065,518,44060,,1,2,16523,143,222
4,9,53,067,500,36500,,1,1,95045,1579,2441
4,9,53,069,,,,,,1562,9,13
4,9,53,071,,47460,,1,1,23431,240,371
4,9,53,073,,13380,,1,1,79184,853,1319
4,9,53,075,446,39420,,2,1,19574,400,618
4,9,53,077,,49420,,1,1,84722,979,1513
3,5,54,001,,,,,,6262,169,262
3,5,54,003,548,25180,,1,1,38966,615,951
3,5,54,005,170,16620,,1,2,9216,93,144
3,5,54,007,,,,,,5868,32,50
3,5,54,009,430,48260,,1,1,9410,146,226
3,5,54,011,170,26580,,1,1,37224,542,838
3,5,54,013,,,,,,3072,17,26
3,5,54,015,170,16620,,1,2,3624,37,57
3,5,54,017,,17220,,2,2,3529,19,30
3,5,54,019,,13220,,1,1,18116,135,208
3,5,54,021,,,,,,4526,25,38
3,5,54,023,,,,,,4643,26,39
3,5,54,025,,,,,,13866,94,145
3,5,54,027,548,49020,,1,2,9505,106,165
3,5,54,029,430,48260,,1,1,11550,101,156
3,5,54,031,,,,,,5497,30,47
3,5,54,033,,17220,,2,1,25876,192,298
3,5,54,035,,,,,,10863,60,92
3,5,54,037,548,47900,47894,1,2,20271,686,1060
3,5,54,039,170,16620,,1,1,72339,1021,1578
3,5,54,041,,,,,,6392,79,121
3,5,54,043,170,26580,,1,2,8222,86,134
3,5,54,045,170,30880,,2,1,14197,111,172
3,5,54,047,,,,,,8471,87,134
3,5,54,049,390,21900,,2,1,21935,234,362
3,5,54,051,,48540,,1,1,12615,98,152
